PID,area,price,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Year.Built,Foundation,Heating,Electrical
923400150,974,93500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1991,PConc,GasA,SBrkr
923425030,887,124500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1984,CBlock,GasA,SBrkr
526302030,1293,149900,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1954,CBlock,GasA,SBrkr
526302040,1024,157500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1956,CBlock,GasA,SBrkr
526302120,1797,169000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1957,CBlock,GasA,SBrkr
526303060,1390,252000,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,NAmes,1957,CBlock,GasA,SBrkr
526354020,1851,192100,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1969,CBlock,GasA,SBrkr
527105060,1525,183500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1997,PConc,GasA,SBrkr
527106010,2236,222000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1997,PConc,GasA,SBrkr
527107020,1671,170000,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,1995,PConc,GasA,SBrkr
527107030,1498,187500,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,1995,PConc,GasA,SBrkr
527107120,1776,202000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1996,PConc,GasA,SBrkr
527107240,1511,185000,Pave,NA,IR1,HLS,AllPub,FR2,Gtl,Gilbert,1997,PConc,GasA,SBrkr
527108010,2462,320000,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Gilbert,2005,PConc,GasA,SBrkr
527108020,1670,240000,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,2006,PConc,GasA,SBrkr
527108030,2064,250000,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,2005,PConc,GasA,SBrkr
527108040,1801,239900,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,2005,PConc,GasA,SBrkr
527108060,2212,309000,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,2005,PConc,GasA,SBrkr
527108090,2021,274725,Pave,NA,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,2006,PConc,GasA,SBrkr
527146135,2687,270000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,1994,PConc,GasA,SBrkr
527158020,1169,183500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1993,PConc,GasA,SBrkr
527163020,1501,165600,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1993,PConc,GasA,SBrkr
527166030,1632,176500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1998,PConc,GasA,SBrkr
527182020,1204,130000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,1987,CBlock,GasA,SBrkr
527190050,1767,239000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,1987,PConc,GasA,SBrkr
527190220,1742,275000,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,StoneBr,1985,PConc,GasA,SBrkr
527210030,2798,457347,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527210040,3390,545224,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,2006,PConc,GasA,SBrkr
527210050,2473,356383,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,2006,PConc,GasA,SBrkr
527212030,2868,556581,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527212040,2576,361919,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,2006,PConc,GasA,SBrkr
527214060,2698,535000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,2006,PConc,GasA,SBrkr
527216010,2795,401179,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527216050,2945,438780,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,2006,PConc,GasA,SBrkr
527226010,2320,169000,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,1948,Slab,GasA,SBrkr
527250040,1056,145000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,1955,CBlock,GasA,SBrkr
527252090,1714,318000,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527254070,1826,319000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527256120,2000,470000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527301010,1621,202500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,1984,CBlock,GasA,SBrkr
527302080,2183,229000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,1988,PConc,GasA,SBrkr
527325160,2263,235000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,1977,CBlock,GasA,SBrkr
527327080,1574,190000,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,1976,PConc,GasA,SBrkr
527328010,1102,169000,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,1980,CBlock,GasA,SBrkr
527354040,1872,241500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1988,CBlock,GasA,SBrkr
527355060,1857,188900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1978,CBlock,GasA,SBrkr
527355280,1686,207500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1980,CBlock,GasA,SBrkr
527356020,2784,250000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1978,CBlock,GasA,SBrkr
527356060,1552,179900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1975,CBlock,GasA,SBrkr
527358090,1083,172000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1976,CBlock,GasA,SBrkr
527365010,2318,294323,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
527375160,1875,184500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1975,CBlock,GasA,SBrkr
527376090,1074,153500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1975,CBlock,GasA,SBrkr
527376110,1664,162900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1976,PConc,GasA,SBrkr
527377030,1309,181000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1974,CBlock,GasA,SBrkr
527378010,1103,155000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1974,CBlock,GasA,SBrkr
527402210,1096,138800,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1969,CBlock,GasA,SBrkr
527402380,864,116050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1970,CBlock,GasA,SBrkr
527403120,858,88000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1971,CBlock,GasA,SBrkr
527404180,874,97500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1971,CBlock,GasA,SBrkr
527427210,1419,190000,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NAmes,2002,PConc,GasA,SBrkr
527450010,1092,105500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1973,CBlock,GasA,SBrkr
527450080,1365,125500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1973,CBlock,GasA,SBrkr
527450210,987,83000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1973,CBlock,GasA,SBrkr
527450460,1030,116000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1972,CBlock,GasA,SBrkr
527451200,1218,91500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1971,CBlock,GasA,SBrkr
527451380,1218,118000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1972,CBlock,GasA,SBrkr
527451450,948,89000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1972,CBlock,GasA,SBrkr
527451460,1092,108000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1972,CBlock,GasA,SBrkr
527451520,987,94500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1972,CBlock,GasA,SBrkr
527452070,1069,146300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,1975,CBlock,GasA,SBrkr
527452290,1387,145000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1967,CBlock,GasA,SBrkr
527452310,900,123000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1967,CBlock,GasA,SBrkr
527453070,1055,137500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,1976,CBlock,GasA,SBrkr
527455100,1456,144000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,1976,CBlock,GasA,SBrkr
528102010,1980,315000,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,2004,PConc,GasA,SBrkr
528102080,2589,412083,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528106010,2596,342643,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528106120,1618,252000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,2004,PConc,GasA,SBrkr
528110050,2076,465000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528112010,1740,293000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528114010,1868,415000,Pave,NA,IR1,HLS,AllPub,Corner,Mod,NridgHt,2005,PConc,GasA,SBrkr
528116030,1850,326000,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,2004,PConc,GasA,SBrkr
528118010,2376,325300,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528118020,2452,309000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2004,PConc,GasA,SBrkr
528118110,2206,300000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528120110,2098,275500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528120140,2091,338500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528138030,2324,345000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528142010,2253,344133,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528142060,2389,298236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528142070,2358,329900,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528142110,1944,360000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2003,PConc,GasA,SBrkr
528144030,1970,281000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528150080,1792,372397,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528150090,1780,378000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,2004,PConc,GasA,SBrkr
528164040,1792,374000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,2003,PConc,GasA,SBrkr
528170040,2728,437154,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528172020,1904,275000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528172150,1914,279000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,2004,PConc,GasA,SBrkr
528174080,1364,185850,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528180080,1565,282500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528181030,1368,202500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528181040,1368,202665,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528186100,1686,332200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528186110,1666,310090,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528188040,1405,171750,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,2003,PConc,GasA,SBrkr
528218030,1316,169990,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2005,PConc,GasA,SBrkr
528218060,1456,170440,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2005,PConc,GasA,SBrkr
528218080,1492,169985,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528218130,1496,179665,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528218140,1863,219210,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528221010,1326,174190,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528221100,1456,172785,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528222010,2373,258000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,2004,PConc,GasA,SBrkr
528222020,1492,185101,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528228280,1364,210250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2006,PConc,GasA,SBrkr
528228325,1557,234000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2003,PConc,GasA,SBrkr
528228340,1456,215000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2003,PConc,GasA,SBrkr
528228360,1511,246990,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2002,PConc,GasA,SBrkr
528228415,1414,178740,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2004,PConc,GasA,SBrkr
528228430,1548,225000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2004,PConc,GasA,SBrkr
528228545,1248,167240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2005,PConc,GasA,SBrkr
528228550,1142,156820,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2005,PConc,GasA,SBrkr
528228565,1506,213490,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2005,PConc,GasA,SBrkr
528228575,1567,264561,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2006,PConc,GasA,SBrkr
528228580,1500,246578,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2006,PConc,GasA,SBrkr
528231050,1838,192140,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,2005,PConc,GasA,SBrkr
528235050,1509,183200,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2002,PConc,GasA,SBrkr
528235130,1414,178000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2004,PConc,GasA,SBrkr
528235190,1598,201490,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2004,PConc,GasA,SBrkr
528240080,1936,230500,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,2000,PConc,GasA,SBrkr
528250060,1509,180000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2003,PConc,GasA,SBrkr
528275060,1664,172400,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2000,PConc,GasA,SBrkr
528275080,1889,215000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2000,PConc,GasA,SBrkr
528280100,1886,199900,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1998,PConc,GasA,SBrkr
528290140,1671,173000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2000,PConc,GasA,SBrkr
528292080,2322,287602,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528294070,2291,230000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1999,PConc,GasA,SBrkr
528315030,2392,348000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,1997,PConc,GasA,SBrkr
528315070,1976,286000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1998,PConc,GasA,SBrkr
528315080,2234,300000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,2000,PConc,GasA,SBrkr
528320060,3627,625000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,1995,PConc,GasA,SBrkr
528327010,2855,405000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,2000,PConc,GasA,SBrkr
528344060,1924,280000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,1998,PConc,GasA,SBrkr
528348010,2263,258000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,1998,PConc,GasA,SBrkr
528358030,2726,350000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1995,PConc,GasA,SBrkr
528360050,3500,584500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1993,PConc,GasA,SBrkr
528363070,2494,321000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1994,PConc,GasA,SBrkr
528365090,2526,290000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,1994,PConc,GasA,SBrkr
528366040,2799,315000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1993,PConc,GasA,SBrkr
528429060,1964,252000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
528429100,1670,336820,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,2006,PConc,GasA,SBrkr
528429120,2097,423000,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,2005,PConc,GasA,SBrkr
528429130,1660,290000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,2006,PConc,GasA,SBrkr
528439030,1616,232000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
528445010,1504,199000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,2006,PConc,GasA,SBrkr
528456200,1278,198600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2006,PConc,GasA,SBrkr
528477010,2640,405749,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,2006,PConc,GasA,SBrkr
528477030,1489,232600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2006,PConc,GasA,SBrkr
528480070,1939,266000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2006,PConc,GasA,SBrkr
528480100,1553,186500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
528480110,1716,200825,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
528480150,1576,197000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2006,PConc,GasA,SBrkr
528488110,1262,185000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2006,PConc,GasA,SBrkr
528488120,1266,176000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
528488130,1301,187750,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2006,PConc,GasA,SBrkr
531363080,1142,139500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,2005,PConc,GasA,SBrkr
531367010,1400,186800,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,2005,PConc,GasA,SBrkr
531375060,1131,132000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,2005,PConc,GasA,SBrkr
531375070,1141,142500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,2005,PConc,GasA,SBrkr
531375100,1158,158000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,2004,PConc,GasA,SBrkr
531376030,1686,184000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,2005,PConc,GasA,SBrkr
531376050,1585,184900,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,2005,PConc,GasA,SBrkr
531379030,1837,187000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1997,PConc,GasA,SBrkr
531450040,1603,175900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1992,PConc,GasA,SBrkr
531451290,1731,248500,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,1992,PConc,GasA,SBrkr
531452080,1398,172000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1990,PConc,GasA,SBrkr
531452100,1217,151000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1991,PConc,GasA,SBrkr
531452210,1320,150000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1994,PConc,GasA,SBrkr
531478010,1056,107000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1966,CBlock,GasA,SBrkr
531479030,965,119900,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,1965,CBlock,GasA,SBrkr
532351060,988,129500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1962,CBlock,GasA,SBrkr
532351090,1728,125000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1963,CBlock,GasA,SBrkr
532351150,1654,119500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1977,CBlock,GasA,SBrkr
532353030,1211,144000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1962,CBlock,GasA,SBrkr
532353180,1212,151000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,1977,CBlock,GasA,SBrkr
532376080,984,126000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,1965,CBlock,GasA,SBrkr
532376180,909,116000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1968,CBlock,GasA,SBrkr
532376250,925,133500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1963,PConc,GasA,SBrkr
532378050,1024,120875,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,1965,CBlock,GasA,SBrkr
532378070,935,137000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,1965,CBlock,GasA,SBrkr
532378130,912,124000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1964,CBlock,GasA,SBrkr
532378160,1236,135000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1961,CBlock,GasA,SBrkr
532378220,941,129200,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1967,CBlock,GasA,SBrkr
532476050,2646,260000,Pave,NA,IR1,Low,AllPub,Corner,Gtl,Veenker,1974,CBlock,GasA,SBrkr
533110130,2417,260000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,1991,CBlock,GasA,SBrkr
533125120,2826,334000,Pave,NA,Reg,HLS,AllPub,Inside,Mod,NoRidge,1992,PConc,GasA,SBrkr
533127080,2520,310000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,1993,PConc,GasA,SBrkr
533128030,2295,268000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,1992,PConc,GasA,SBrkr
533128090,1624,262000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,1994,PConc,GasA,SBrkr
533206040,1143,176400,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2004,PConc,GasA,SBrkr
533208050,1247,197000,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
533212100,1200,151000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
533212110,1223,147400,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
533212120,1223,149900,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
533212130,1200,144152,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2005,PConc,GasA,SBrkr
533221080,1524,166000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,2000,PConc,GasA,SBrkr
533223010,1452,183900,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Somerst,1999,PConc,GasA,SBrkr
533223080,1382,165000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,2000,PConc,GasA,SBrkr
533223110,1080,139000,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Somerst,2003,PConc,GasA,SBrkr
533241010,1694,200000,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,1997,PConc,GasA,SBrkr
533242030,1568,221000,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,2001,PConc,GasA,SBrkr
533250130,1494,270000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,1995,PConc,GasA,SBrkr
533252020,1208,165000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Veenker,1977,CBlock,GasA,SBrkr
533253030,1235,214000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,1980,CBlock,GasA,SBrkr
533253050,1036,188000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,1980,CBlock,GasA,SBrkr
533253090,1226,190000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Greens,1980,CBlock,GasA,SBrkr
533253160,1226,170000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Greens,1978,CBlock,GasA,SBrkr
533350050,1842,385000,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,1981,CBlock,GasA,SBrkr
